Timestamp|Name|Roll No|Phone No.|Email Address|Room No & Block|In which areas do you wish to contribute to CSI?|Which Yantras are you interested in?|Tell us about your interests. What is important to you?|What was your favourite CSI (or non-CSI) event last year? Describe your experience. What did you like about it?|Mention any softwares you have worked with and rate yourself in each out 5. Your|List the languages you know and rate yourself out of 5.|Given a chance to initiate a project as a member of Sanganithra, describe the project you would pursue.|Additional Information|Select the softwares you've worked with before|Given a chance to initiate a project as a member of Vidyut, describe the project you would pursue.|Additional Information|Mention any specific areas of interest in the fields of Mechanical, Civil and Chemistry|Given a chance to initiate a project as a member of Yantrika, describe the project you would pursue.|Additional Information|Which degree are you currently pursuing?|Are you available over the weekend?||Interviewed By:|Yes/No/Maybe
8/14/2013 20:55|Name45|13RR45|123456833|abc1@gmail.com23|Room No 45|Technical, HR|Yantrika (Mechanical), Kaaryavarta (Business)|My primary academic interests are inclined towards chemistry and mathematics.Im also interested in basic financial accounting and business.Playing volleyball and keeping myself fit and healthy are also a part of me.Im an adventure enthusiast and I also love driving.|My favorite event last year was the Enterprise,conducted by E-Forea,where our team won the best marketing team prize.We were selected through various rounds of really interesting GDs and later we had to come up with a marketing strategy and provide  B-Plan for an imaginary company.The thing that i like most about it was that I finally got to know what happens inside a corporation and how exactly the system of a company works.Also,the other thing i liked was that we were auctioned into a team and we really had to be able to study a persons capabilities before we bought them.||||||||Automobiles in mechanical and Organic chemistry.||Secured First Place For The Best Marketing Team in Enterprise.Secured The Post of Class Representative in the First Year.|B.Tech|No|||
8/14/2013 20:59|Name46|13RR46|123456834|abc2@gmail.com24|Room No 46|Technical, HR|Yantrika (Mechanical), Saahitya (Literature)|My interest is in literary and HR section rather than technical because i've just entered civil engineering. I dont know much of technical stuffs in civil.. But definitely i can give my best in technical too if i get a chance to learn. The thing which is most important to me is to learn a lot of new things, get a bunch of new friends and get the best experience being in NITK . Well as the name suggests though it is a computer society of india, i've heard that there is a lot of oppurtunity for all other branches equally as CSI is a conglomeration of almost all branches!|Since i was a day scholar i dint pay much attention to the vents which were going on in college. But not anymore. I cant remain ignorant when there is such interesting club events take place in NITK!! But i did attend a bunch of events like Musical nights, INCIDENT, ENGINEER, TED-X. But i felt among these events i liked TED-X event so much because it was fun to listen to a bunch of celebrities ! and also beatboxing was fun.||||||||Civil is my area of interest since it is my branch.And i like chemistry also. But i can put my best effort in both civil and chemistry according to me.Since there will be a lot of people from the branches a group can create a lot of miracles where in i can propose any ideas and get chance to learn a lot from others too.|Being a civil engineering student i think we can have a complete map of entire nitk campus which is very accurate and people friendly which can be usefull , also we have two waste water treatment plants in the campus which can be visited and the tests can be done to get idea of how pure the recycled water is. At the end it should be about learning something and getting ideas to formulate something which is productive.! and making our college a heaven to live.|I would like to contribute in literary and oratory section of CSI because I have hosted programs at my colleges and a few functions being formal. I like participating in debates and speeches , and also putforth my ideas in technical section . I would like to involve more in social activities interacting with people, so overall i think i can put my best efforts though being a dayscholar.|B.Tech|Yes|||
8/14/2013 21:00|Name47|13RR47|123456835|abc1@gmail.com24|Room No 47|Technical|Sangnithra (Computers)|I'm interested in programming.Also the fact that the poor are being exposed to modern technology. helping the poor and making them aware of the present. going on field trips and giving all of us a break.|sorry!! could'nt  attend any event.||C  4\5html   3\5|the street view project has inspired me a lot and i would like to make a|||||Aeronautics|a real size Solar powered airplane||B.Tech|Yes|||
8/14/2013 21:06|Name48|13RR48|123456836|abc2@gmail.com25|Room No 48|Technical|Vidut (Electronics and Electrical)|Circuits making, some basic codings in Java and My SQL, beside these reading Novels, Badminton, Rampwalk, Participating in events organised by our clubs.|i dindnt participated in any of the csi events as i was not aware of any event but i have heard about contraption and grand canyon|||||C++ or Embedded C, Java, My SQL|projects on or related to microcontrollers, matlab.|basics of java, my sql, i did a complete group project on library management, beside these technical things good badminton player, did rampwalk in spandan and incident.||||B.Tech|Yes|||
8/14/2013 21:06|Name49|13RR49|123456837|abc1@gmail.com25|Room No 49|Technical, HR|Yantrika (Mechanical), Saahitya (Literature)|My interest is in literary and HR section rather than technical because i've just entered civil engineering. I dont know much of technical stuffs in civil.. But definitely i can give my best in technical too if i get a chance to learn. The thing which is most important to me is to learn a lot of new things, get a bunch of new friends and get the best experience being in NITK . Well as the name suggests though it is a computer society of india, i've heard that there is a lot of oppurtunity for all other branches equally as CSI is a conglomeration of almost all branches!|Since i was a day scholar i dint pay much attention to the events which were going on in college. But not anymore. I cant remain ignorant when there is such interesting club events take place in NITK!! But i did attend a bunch of events like Musical nights, INCIDENT, ENGINEER, TED-X. But i felt among these events i liked TED-X event so much because it was fun to listen to a bunch of celebrities ! and also beatboxing was fun.||||||||Civil is my area of interest since it is my branch.And i like chemistry also. But i can put my best effort in both civil and chemistry according to me.Since there will be a lot of people from the branches a group can create a lot of miracles where in i can propose any ideas and get chance to learn a lot from others too.|Being a civil engineering student i think we can have a complete map of entire nitk campus which is very accurate and people friendly which can be usefull , also we have two waste water treatment plants in the campus which can be visited and the tests can be done to get idea of how pure the recycled water is. At the end it should be about learning something and getting ideas to formulate something which is productive.! and making our college a heaven to live.|I would like to contribute in literary and oratory section of CSI because I have hosted programs at my colleges and a few functions being formal. I like participating in debates and speeches , and also putforth my ideas in technical section . I would like to involve more in social activities interacting with people, so overall i think i can put my best efforts though being a dayscholar.|B.Tech|Yes|||
8/14/2013 21:09|Name50|13RR50|123456838|abc2@gmail.com26|Room No 50|HR||MY interest is in learning something new,exploring new thoughts.I am crazy about making new friends,interacting with them and having brainstorming sessions.For me learning new scientific facts and applying in day to day is important.|My favorite event was Scotland yard conducted in odd sem.It was really fun.All about group work,and exploring the college campus.I really liked it.We got the chance to interact with our seniors.we came to know about our college campus properly .After all,college is home for us for at least 4 years.we should know about our home !|||||||||||B.Tech|Yes|||
8/14/2013 21:15|Name51|13RR51|123456839|abc1@gmail.com26|Room No 51|Technical, HR|Sangnithra (Computers), Yantrika (Mechanical)|Hi,  According to me Computer Society in India(CSI) is Formed way back in 1965, the CSI has been instrumental in guiding the Indian IT industry down the right path during its formative years. Today, the CSI has 66 chapters all over India, 381 student branches, and more than 40,000 members, including India’s most famous IT industry leaders, brilliant scientists and dedicated academicians.|On 13.07.2013: One Day Soft Skill Training Program on Communication Skills & Presentation SkillsVenue: CSI-BC premises, Infantry Road, Bangalore.Training.Description:It is mainly used in improvement for individuals to communicate assertively n make efficient presentations.||I have done courses like Hardware, Networking, CCNA, n MCSA in the field of computer.. I have even underwent training in the Aerospace designing, GENSER in bangalore with influence of my dad, we not oly need skills to work there but also need skills to communicate with your co, n also representation plays a important role here!!|As above|As above|Matlab, C++ or Embedded C|||MATLAB, CAD, CAM, CAE are few main things in mechanicals!|||B.Tech|Yes|||
8/14/2013 21:17|Name52|13RR52|123456840|abc2@gmail.com27|Room No 52|Technical, HR|Sangnithra (Computers)|I am interested in data base management,big data and generally any coding and building websites,though i am new to it and  just learning,I want to learn through a good platform like CSI .Hoping this will be a great platform to build interests,take up projects of interests and  to do work.I think when we are attached to a club we really take interest and do work.I am also hoping to interact with some seniors and get to know what i am really interested in by the ideas and suggestions that they have.And also chill out with friends.|I really liked Pangea that was held last year,it was well organized and interesting.||CC++Java(Core) and a bit of networking in java,I have tried my hand at building a simple download manager.Basic javascript,XHTML and CSS3/5|1)create a Traffic Management System that helps in maintaining offence information.And also help RTO to include new vehicle information, owner information and scrapped vehicles.This would involve creating a database and updating it regularly with intereactions from inputs online and a set of regulations and rules.2)To build a interactive website to teach school children basics of programming and other such courses online,and also search and suggest to them online portals where they can take such courses.|Worked on developing a distributed application in java using map/reduce structure as a summer IEEE project|||||||B.Tech|Yes|||
8/14/2013 21:17|Name53|13RR53|123456841|abc1@gmail.com27|Room No 53|Technical, HR|Vidut (Electronics and Electrical), Saahitya (Literature)|For starters I love dancing. I have been dancing since I was about 4. Its a huge part of my life. If not for engineering, I would have taken it as my career.Also, I love my branch ece. I love how circuits work, I love the feeling when I get the correct output. The simple yet complicated world of diodes and gates dazzles me.And like most of the girls, I like shopping .|The first event I attended was scotland yard by ISTE. I found it very interesting. One thing was I got to know the campus more closely and in detail- shortcuts and which way not to go. I got to now about the different places in the campus which I otherwise doubt I would have known.||||||If given a chance I would like to make a lighting system for a room that works on the movements of a person's eye.|||||B.Tech|Yes|||
8/14/2013 21:23|Name54|13RR54|123456842|abc2@gmail.com28|Room No 54|Technical, HR|Sangnithra (Computers), Vidut (Electronics and Electrical)|Independence ....I don't know actually want is important to me ....I am interested in Robotics & Artificial IntelligenceI love to live with like minded people but it may not be possible..|Pangea and many more||C - * * *python - *Linux - *Operatin systems-* * *|Artificial Intelligence  software for the robot which is useful for bean industry|Image Processing Algorithms - Summer Project Diploma in Computer Application - Certificate course but I have relevant  knowledge...||Electronics -- Related to sensors and other stuff for robot or robotic arm for the above mentioned project|||||B.Tech|Yes|||
8/14/2013 21:24|Name55|13RR55|123456843|abc1@gmail.com28|Room No 55|Technical|Yantrika (Mechanical)|I am an academic oriented person . I like fluid mechanics and thermodynamics and would be looking forward to apply it in practical situations. I am interested in automobile engineering too.|unfortunately i wasn't able to attend any CSI event but I liked Scotland Yard because it wasn't a competiton it was a game . Of course at the end of the day winners were decided but fun element in it is what liked about it!!||||||||Fluids and thermodynamics.|I would like to pursue one of the ambitious project of your in field of rocket science.||B.Tech|Yes|||
8/14/2013 21:25|Name56|13RR56|123456844|abc2@gmail.com29|Room No 56|Technical|Sangnithra (Computers)|I'm interested in automobile and engine design and artificial intelligenceI also like solving conundrums|Algorythm, there were plenty of riddles and puzzles, it was really fun||Java- 2/5C- 1/5 (whatever I learnt in my first year)|Development of AIs|Secured first place in Algorythm in my first semester|||||||B.Tech|Yes|||
8/14/2013 21:33|Name57|13RR57|123456845|abc1@gmail.com29|Room No 57|Technical, Media|Sangnithra (Computers), Kaaryavarta (Business)|Likes playing Cricket,a part of NITK cricket team,editing photos,videos,some basic animations using after effects,photoshop,sony vegas pro...sketching,,,painting,,,web page layout...current learning sql and php,javascript for dynamic works in web page layout...likes studying...secured a cgpa of 9.4 in the first year...wanna be a great academician...logos making using adobe illustrator...cartoons,,,watching doraemon shinchan....likes coding,,,basic java,,,,|i have taken part in most of the CSI events...we even secured first position in the contraption event...it was really fun...then we get into the finals of Grand canyon...and also got selected for subsequent rounds of algos but then lost in semis...its really fun out there...|Photoshop-4 out of 5vegas pro-3/5illustrator-3/5|C-3/5C++-3/5Java-2/5Mysql-2/5|i am not aware of the outside world...i am mostly like a book worm...have the knowledge but in search of a proper base to implement my skills...its like i have not worked much...but studied it... :P|i have worked in IEEE summer project...on the web developement...learned the basics of android...|||||||B.Tech|Yes|||
8/14/2013 21:33|Name58|13RR58|123456846|abc2@gmail.com30|Room No 58|Technical, HR, Media|Sangnithra (Computers)|For starters, I love football (die hard arsenal fan). I love music...that includes singing and playing the guitar. Tech, programming are up at the top of the list too. Learning a variety of programming languages like java and visual c is something i'm really focussing on now. And trying to stay ahead of my peer group in all things tech. I guess i enjoyed c++ programming, but i'm kinda rusty now (its been a while). Finally, i guess more sports like tennis and table tennis, and tail-enders like drawing (more like doodling) and playing around. Oh, and i love arguing points, especially when i'm seriously outnumbered.|Well, i tried to participate in code knight and marathon, but i kinda screwed up on the event dates if engineer and ended up missing it. I guess i was more of a workshop guy rather than an event guy last year.|Adode Flash...2Photoshop....2Windows Movie Maker/Camtasia studio...2Sony Vegas Pro...1|C++...i guess 4C...4QBASIC...2Matlab....2|Before initiating projects, i'd like to strengthen my grip on more programming languages. If i manage to accomplish that, i guess going for an industrial application driven program, depending on what isn't already conveniently available today, and which can realistically be realised.|I guess i'm strong in c++ programming, having done quite a unique project in my 12th (a random number generating memory game, complete with highscores and stuff, incorporated into a kiosk-type hotel management program...i guess i could have done better, but the scope of my learning limited to pointers and classes and lack of graphics options seriously limited the capabilities of my program). I was selected from my school for inter-school c++ programming competitions.|||||||B.Tech|Yes|||
8/14/2013 21:36|Name59|13RR59|123456847|abc1@gmail.com30|Room No 59|Technical|Vidut (Electronics and Electrical)|I'm interested in microcontroller coding and love things related to digital electronics..and creating different ways of using the uc...for ex..coding it for the line follower..etc.getting into CSI is very important to me because i think most of my interests relates to coding and its a very good place.I would also really work very hard to bring up many new projects like the micro-mouse,maze follower(using an algorithm).|Apprentice,this gives us a real insight about our future.After engineering marketting is a very powerful tool to excel in the field...with technical knowledge alone it's not possible to effectively gain huge profits.In that way,APPRENTICE was the favourite event.|||||Matlab, C++ or Embedded C, CCS and ENERGIA|The project which i would like to initiate is a legged robot which can move and do a few simple tasks and the movement of the robot ll b done by  using image processing|I have done summer intern project in IEEE on image processing and microcontroller coding...and i had taken part in ROBOWARS in ENGINEER 2013 and in BITS GOA and stood 4th place in BITS GOA...||||B.Tech|Yes|||
8/14/2013 21:40|Name60|13RR60|123456848|abc2@gmail.com31|Room No 60|Technical|Sangnithra (Computers)|I like to involve in projects. I always want to work in a group. I like to organise events. My favourite job is always a event manager. I like to work as a team with my fellow mates. My point of interest is coding. I'm learning a few programming  languages now and like to learn about them with some projects like animation, android apps etc., I'm also interested in digital electronics.|I remember Scotland Yard game. We had a lot a fun.I also participated in IEEE first year fest. We had conducted an event called 'Takeshi's Castle'. We had lot of fun and gained experience about how to conduct events.||C          3.5 C++      4 Java      4.5   I have not learnt java in depth. i know only the basics of it.|Email classification:Any inbox can be classified based on the contacts into four classifications, namely Private, Public,News and Anonymous. Every user has the right to choose their keyword. Those contacts who know the user’s keyword will be classified as private contacts and those who do not are classified as anonymous contacts. A contact can be classified as public or private, upon verification of an anonymous contact. Any news or group mails are classified into news contacts. It is highly likely that the rest are junk mail or spam.|Me and my friends have almost completed a line follower robot. As of now it just identifies the path and moves along the path. But not yet completed with obstacle sensing and other applications. I also am interested in maze solver robot and other advanced line followers.|||||||B.Tech|Yes|||
8/14/2013 21:42|Name61|13RR61|123456849|abc1@gmail.com31|Room No 61|Technical|Sangnithra (Computers)|I like coding.I like to get at a solution that is user friendly.|Algorithm.All the programs given in the event were good ones that needed some unique thinking. I liked the fact that the programmes were challenging. The logical questions given to solve were also good.||C++ - 4Java - 4|Designing an anti-virus software or a debugging program.||||||||B.Tech|No|||
8/14/2013 21:43|Name62|13RR62|123456850|abc2@gmail.com32|Room No 62|Technical|Vidut (Electronics and Electrical)|I am interested in working on technical projects related to Electronics . I want to actively be involved in projects , and try and gain knowledge . Besides working on Technical stuff , i would also want to enjoy and make new friends in the club .My major interests include working with microcontrollers and 555 timers . I would like to learn more about these and try and participate in events in engineer like line follower bot.|My favourite Csi event last year was Electropolis. My favourite non csi event was scotland yard .In Electropolis , i made it till the second round ...i liked the different tasks given to us . It was fun and challenging to do at the same time .|||||Matlab, C++ or Embedded C|Given a chance to pursue a project as a member , the project that i would like to start would be that of bot that does intelligent functions like sweeping the dust from a room and it should be able to detect the obstacles and move away .|I have a basic idea of microcontroller coding ( msp 430 and atemga 8) and 555 Timers . I also know C programming .I have started learning digital image processing using matlab from the past few weeks .Achievements include winning the marathon coding contest organised by ISTE .||||B.Tech|Yes|||
8/14/2013 21:44|Name63|13RR63|123456851|abc1@gmail.com32|Room No 63|Technical|Vidut (Electronics and Electrical), Saahitya (Literature)|i love social activities.i like writing stories.the spirit to learn new things and to have an innovative mind is important.believing in yourself and your aspirations does it all.as an engineer i would like to dedicate myself to ease the life of people,improve technology.|"my favourite event was organised by IE,pangea.the games that were programmed really fascinated me.it was a fun learning experience.the self designed ""joy sticks"" which controlled the movement of the ball apalled me.overall,it was worth attending"|||||C++ or Embedded C|to ease the job of lecturers i would like to initiate a project which enables automatic voice recognition and attendence record.for safety measures in campus,i want to work on a project which enables computed monitoring and sets up alarm when recognising voices of certain frequencies(choked,frightened).|||||B.Tech|Yes|||
8/14/2013 21:53|Name64|13RR64|123456852|abc2@gmail.com33|Room No 64|Technical|Sangnithra (Computers)|Programming is my hobby; if i had not had the passion for Mechanical Engineering I would have definitely taken up CS. I am good in subjects where i can see the mechanisms or processes occurring before me, however I am equally good in putting my thoughts as C, C++ codes. I always see if i can do my work easier by writing programs rather than having to do them manually.|I participated in Contraption. Experience was really great!||> C (5/5)> C++ (4/5)> JAVA (Learning, so 1/5)|> Socket Programming> Client-Server Programming> Engineering Simulation> Programming Micro-Controllers> Games|"Skills:> Programming in C since 7th Std. (8* years experience)> Programming in C Graphics since 8th Std. (7* years experience)> Programming in C++ since 11th Std (4* years experience)> Learning Java> Learnt a bit of HTML 5 after first year here.Some of the programs I have written:> School Management Software 	(12th Project CBSE)              Using Mouse Interrupts, C Graphics, C++ Classes, Linked Lists and Stacks.> Rubik's Cube (11th Project CBSE)> Table Tennis (Serve Simulator)	> Darts (School Science Exhibition 2010-11)> Projectile Motion Simulation (9th Standard)> Fourbar Mechanism Simulation using C Graphics (1 week back)> Slider Crank Simulation using C Graphics (1 week back)"|||||||B.Tech|Yes|||
8/14/2013 21:54|Name65|13RR65|123456853|abc1@gmail.com33|Room No 65|Technical, HR|Vidut (Electronics and Electrical)|Free flow of ideas, constant growthMore specifically Debating, football, swimming, dramatics, Learning  both through academics or extra curricular avenues|Big fight. The experience was not as stimulating as apprentice, but it was for a cause, and that was gratifying in itself. Coming up with ideas  that can cause tangible change, and implementing them embody the core principles behind being engineers.|||||C++ or Embedded C, arduino coding, c|Learn embedded c, Micro controller logic and programming. RC vehicles.|Schlumberger Intern: worked with Down hole equipment used in reservoir mapping and formation evaluation. Used signal pulse transducers, drawworks encoders, hook load sensorsDiyar United (IT) Intern: Hardware computer components assembly, OS deployment from server 2008, ITIL service management.||||B.Tech|Yes|||
8/14/2013 21:57|Name66|13RR66|123456854|abc2@gmail.com34|Room No 66|Technical|Yantrika (Mechanical)|I love playing CS, in my free time..I am very passionate about cars..Listening to music, Swimming, Playing Cricket, Chilling out with friends are my hobbies..I'd to like to become an Automobile Engineer..(More Important to me).|Velocity (Engineer) is my favorite event.. As though I was not a part of it.. I enjoyed it a lot.. In coming years, I'm planning to participate in it..Contraption was one of the events familiar to me, as far as CSI (Yantrika) is concerned..I participated in it. It was a very good experience to me..|Adobe Photoshop - 3Adobe After Effects - 2|||||||I'm interested in Automobiles..|I'd to like to built a Bot using Motors and introduce a small suspension system to it..|I have more than a year experience of working with Bots, with are used in Robowars..I am a team member of NitkRacing...I work under Suspension Sub-system team of Junkyard Maniacs 2.0(Nitk Baja).|B.Tech|Yes|||
8/14/2013 21:57|Name67|13RR67|123456855|abc1@gmail.com34|Room No 67|Technical, HR|Kaaryavarta (Business)|Speaking about hobbies and interests i love interacting with a large group of people which helps me widen my knowledge spectrum,i use sports and music as a stress buster. My main aim or objective in life is to utilise the skills i accquire over a period of time for the betterment of all whether i can act as a tech person or HR person.|Apprentice a csi event conducted last yr gave me an oppurtunity to interact with my batch mates about a social issue through a group discussion which was very informative and entertaining. coming to contraption it just charged me up to think like a engineer and work  with limited amount of resources and achieve the objective and the task..that is the reason i would love to be a part of this club.|||||||||||B.Tech|Yes|||
8/14/2013 21:58|Name68|13RR68|123456856|abc2@gmail.com35|Room No 68|Technical|Sangnithra (Computers), Yantrika (Mechanical)|intrested in c programming i love programming and software developments i am trying to learn java|android workshop android apps developmentwas thing i liked most|android 3/10|c 3/5|telephone software developingand engineering instruments like calculator||Matlab, C++ or Embedded C|small scaler telecommunication||robot development|i am intrested in combining simple os like android with robotics||B.Tech|Yes|||
8/14/2013 21:58|Name69|13RR69|123456857|abc1@gmail.com35|Room No 69|Technical|Sangnithra (Computers), Yantrika (Mechanical)|intrested in c programming i love programming and software developments i am trying to learn java|android workshop android apps developmentwas thing i liked most|android 3/10|c 3/5|telephone software developingand engineering instruments like calculator||Matlab, C++ or Embedded C|small scaler telecommunication||robot development|i am intrested in combining simple os like android with robotics||B.Tech|Yes|||
8/14/2013 22:00|Name70|13RR70|123456858|abc2@gmail.com36|Room No 70|Technical, HR|Sangnithra (Computers), Yantrika (Mechanical)|being a good part of college activities, getting to kno more people, more technical stuff, exposore to organising various events, having something to work on,getting to know other things out of my branch etc...|ALGORITHM: It was a nice event... chalenging indeed,the questions that i faced were some of those i have never thought about... made me think a lot... there was good competition.... enjoyed the event... somehow managed to win it...||c++ : 4.5|making a simple game(like the video games we used to play) and having it as an event would help us to spread our ideas and logic to students....|basically i studied computers only in my 11th and 12th... i have done a simple basic tank game as my project... nothing more...||||robotics, automoiles|as we all know that pure mechanical projects are lot many in number, i'd like to suggest small projects like contraption, boat racing with small stuffs like ice cream sticks, balloons etc as events... these would attract more people...|done some project work on robowars, competed in various college fests... have also participated in the proteus competition that took place in our engineer...|B.Tech|Yes|||
8/14/2013 22:01|Name71|13RR71|123456859|abc1@gmail.com36|Room No 71|Technical, HR|Sangnithra (Computers)|I am a very curious person who loves learning new things. I am interested in improving my skills as a programmer. Although as for now i don't have a strong background technically, but i plan on changing this by becoming a part of CSI. I am creative also , sometimes i even write poetry. So my aim is to grow and develop, but not just technically!|"I was in the finals of ""Electropolis"" . It was my favourite event by CSI becuase during various rounds of this event, i got to learn a lot of new things and also got to test my skills! . Algorithm was pretty good too! These events were technical and we got to learn a lot of things from these."||I have learned C . My programming background is not really strong but i would like to change this by joining CSI where i would be exposed to an environment which will help me hone my skills. (For now i will rate myself 2/5)|Distributed computing applications. Server computing using different nodes to process because of too much of data to handle easily!||||||||B.Tech|Yes|||
8/14/2013 22:03|Name72|13RR72|123456860|abc2@gmail.com37|Room No 72|Technical|Yantrika (Mechanical)|my ideals are important to me.|management forums interview experience|c|||||||aerospace industry|aerodynamical stability factors||B.Tech|Yes|||
8/14/2013 22:05|Name73|13RR73|123456861|abc1@gmail.com37|Room No 73|Technical|Sangnithra (Computers)|Codingi am interested in gaining more knowledge in this field.|AlgorithmPangeaI liked the technical stuff i.e. breadboard, coding etc.||i know basics of c,c++,BlueJ|android application|i have designed Hotel Management software using C++ in P.U. level|||||||B.Tech|Yes|||
8/14/2013 22:11|Name74|13RR74|123456862|abc2@gmail.com38|Room No 74|HR|Vidut (Electronics and Electrical)|i am intersted in electronics,circuits...i was a sports person in school..but not presently due to health issues ....i like reading novels|jukebox.....it was fun...it was the first tym i interacted with seniors...v wer given a situation in which v had to enact it before our seniors....& der was pictionary in which me & my frndz njoyd a lot...i realised the value of teamwork...|||||c programming||||||B.Tech|Yes|||
8/14/2013 22:21|Name75|13RR75|123456863|abc1@gmail.com38|Room No 75|Technical|Sangnithra (Computers)|I love playing table tennis and chess and watching serials and movies. Interested in reading out anything and trying my hand at least once in anything related to computers. Love doing programming and tinkering with code snippets to develop something tangible out of it.|Grand Canyon and Algorithm are the two events which i loved taking part in.In Algorithm there are whole lot of mind boggling puzzles and drills which were really amazing. Grand Canyon made me to do work on skills like construction and buildings which i really liked it.|ADOBE DREAMWEAVER  3.5ADOBE PHOTOSHOP  2|C programming language: 3.5 out of 5JAVA CORE- 3.5HTML-4CSS-4PHP-3JQUERY-2SQL,SQLITE-3.5|I would love to make on a ANDROID APPLICATION which would work as a platform for amateur programmers and developer where you could post your problems and solutions.|Attended a workshop in First year in Image ProcessingMade a Android Application in Summer project of IEEECapable of making an Static Web page with minimal backend and good frontendConducted a Event in First Year Fest of IEEE.|||||||B.Tech|Yes|||
8/14/2013 22:26|Name76|13RR76|123456864|abc2@gmail.com39|Room No 76|Technical|Yantrika (Mechanical)|I'm interested in getting exposed to a lot of tech stuff.i'm even interested in arranging events and competition.|My favorite events were robowars,protis(boat racing),treasure hunt,contraption.all included team work, brainstorming of ideas.||||||||I'm interested in automoblies (esp engines) and machines|contraption,autoquiz|participated in robowars events in iit madras ,bits goa, and in other local colleges, protis in engg.during the robowars work  came to know places in mangalore to get the right stuff at right place,also gained experience in using cutting tools.|B.Tech|Yes|||
8/14/2013 22:27|Name77|13RR77|123456865|abc1@gmail.com39|Room No 77|Technical|Kaaryavarta (Business)|Making small machines by simple parts which available in day to day life.|contraption.it was a good event.according to me these type of events can make raise of talents|||||||||||B.Tech|Yes|||
8/14/2013 22:27|Name78|13RR78|123456866|abc2@gmail.com40|Room No 78|Technical|Kaaryavarta (Business)|Making small machines by simple parts which available in day to day life.|contraption.it was a good event.according to me these type of events can make raise of talents|||||||||||B.Tech|Yes|||
8/14/2013 22:34|Name79|13RR79|123456867|abc1@gmail.com40|Room No 79|Technical, HR|Sangnithra (Computers)|I am very interested to learn more through projects working along with club members as a team. Take up more projects, work on them and improve myself technically.I also like to organize the fests and have fun!|Algorithm: i enjoyed it, the events were intersting...Enterprise: GDs were very nice in that.well i participated in a bunch of events i dont remember their names precisely...|Maya... 2/5 its a huge one, so many things to do...Gimp.. 3.5/5, very easy and very helpful|C : 4/5C++: 3.5/5JAVA : 4/5Ruby : 1.5/5HTML and SQL: very very basic better i don't rate them.|1.Big Data management, by distributed computing.2.Applications related to web-bots and data scraping from websites.3.A Group chat/call application maybe like whatsapp/viber.|1.completed IEEE Summer Project in Distributed Computed Application using JAVA : implementing google map-.reduce technique through apache Hadoop framework to make parallel processing application2.Worked on making Web-bots using mechanize on ruby.3.Participated in Proteus bot event in Engineer '12.4.Participated in RoboWars events in Shasthra '13,IIT Madras and Quark '13 BITS Goa with team.|||||||B.Tech|No|||
8/14/2013 22:34|Name80|13RR80|123456868|abc2@gmail.com41|Room No 80|HR||I am interested in knowing ,learning and remaining up to date in almost all the fields in the universe. Though I know it is difficult to put my head in each and every field of knowledge but I do how much ever I can. Anything which I find new, I can't remain idle without knowing and researching more about the topic. Also, I like sharing my knowledge with others and help others in whichever way I can.In a nutshell, I can say that I'm interested in making myself a better person TODAY so that I can make a bright future for me, my family and my country TOMORROW.....|Last year ,due to my interest in learning more about business and markets (about which I know very little), I had decide to participate in MOCK STOCK event. At first, I did not understand much about what the organizers of the event were saying about stocks, shares ,closing price etc. But still I played the game and bought and sold stocks of fictitious companies, as I had understood. Well, the experience was not so good as I had understood little and had not learnt much.But what made me realise that the effort which I had made to understand those business terms was not in vain was when the results were declared............I HAD BAGGED THE RUNNER'S UP POSITION (surprisingly)!!!!!It was totally unexpected . Finally, I realised that my understanding of stocks was not that bad as I had thought.Overall, it was a pleasant experience.|||||||||||B.Tech|Yes|||
8/14/2013 22:35|Name81|13RR81|123456869|abc1@gmail.com41|Room No 81|Technical, HR|Vidut (Electronics and Electrical), Yantrika (Mechanical), Kaaryavarta (Business)|My interests start with something related to PC games which affiliated me to some of the programming and browsing . Because of it I got to about some of the social programs and I took part actively in some of them. I also took part in some sports like cricket and volley ball. Watching movies and listening to music all in common. these are my interests .................|Artists' Forum and their work in incident fest. and Genesis for it's work . And your team's shiksha I like it a lot|||||C++ or Embedded C, C language|I would like to pursue on transformers and short circuited boards . And giving presentation on what did I do.|nothing like that.|On the induction motors relating it with electricity. And on surveying.|I cannot do until i get a clarity||B.Tech|Yes|||
8/14/2013 22:36|Name82|13RR82|123456870|abc2@gmail.com42|Room No 82|Technical|Yantrika (Mechanical)|watching cricket.movies,online gaming|Contraption||||||||Organic,physical|plastics into fuels||B.Tech|Yes|||
8/14/2013 22:38|Name83|13RR83|123456871|abc1@gmail.com42|Room No 83|Technical|Sangnithra (Computers)|Being in software feild , i have interests in computer world so that i can have a good knowledge in it so that i can have a good career in it. The most important thing for me is to enjoy in whatever i do so that i can be passionate in persuing it further to my best !!|Glider workshop which was organized fr the 1st years..I had a really good and enjoyable experience. we had to make our own wing glidders for which our seniors guided us very nicely and patiently. In the end when i made it finally and it was flying in the air...that was a great experience !! learned a lot !!||C , C++ , BASIC JAVA.I will rate myself 2.5/5.|As android app development has rather become very popular these days, if given a chance i will basically prefer to persue something in it so that i can also make some interesting apps !!||||||||MCA|Yes|||
